"ID","offering_highest_level","inst_control","institution_level","sector","hbcu","hospital","medical_degree","tribal_college","urban_centric_locale","offering_highest_degree","offering_grad","inst_system_flag","inst_category","land_grant","inst_size","cc_basic_2018","cc_instruc_undergrad_2018","cc_instruc_grad_2018","cc_undergrad_2018","cc_enroll_2018","cc_size_setting_2018","cc_class","geo_region","HasCTL","SoTL","DBER","TAR","EdRes","Reference","CuratedResourceCollections","Unprogramming","SoTLHowtoWorkshops","OneonOneConsultations","SoTLProjectDevelopmentInstitutes","SoTLWritingRetreats","SoTLFacultyLearningCommunity","CTLCollaborations","TraintheTrainerModel","StudentsasPartnersinSoTL","IncentivesforSoTLProjects","AwardsorTitlesRecognizingSoTLWork","LocalSoTLShowcases"
228,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Suburb large","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"20K","Associate's colleges: Transfer-focused mixed traditional/nontraditional students","Associate's colleges: Transfer-focused","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year very large","Associates colleges Transfer focused","Rocky Mountains",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
229,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"20K","Doctoral universities: Very high research activity","Professions plus arts & sciences high graduate coexistence","Research doctoral: Comprehensive programs no medical/veterinary school","Four-year nearly all full-time highly selective acceptance higher transfer-in","High undergraduate","Four-year large primarily residential","Doctoral universities Very high research activity","Southwest",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
230,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Doctor's degree professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Master's colleges & universities: Large programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Comprehensive programs","Four-year mostly full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year medium primarily nonresidential","Masters colleges universities Large programs","Mid East",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Rural distant","Bachelor's degree",FALSE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time inclusive acceptance lower transfer-in","Exclusively undergraduate four-year","Four-year very small highly residential","Baccalaureate colleges Arts sciences focus","New England",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City small","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Vocational-focused mostly nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Vocational focused","Great Lakes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Doctor's degree professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Master's colleges & universities: Large programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Comprehensive programs","Four-year mostly part-time","High undergraduate","Four-year medium primarily nonresidential","Masters colleges universities Large programs","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Bachelor's degree",FALSE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"20K","Baccalaureate/associate's colleges: Associate's-dominant","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly part-time","Exclusively undergraduate four-year","Four-year large primarily nonresidential","Baccalaureate associates colleges Associates dominant","Far West",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Bachelor's degree",FALSE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"5K","Associate's colleges: Vocational-focused mixed traditional/nontraditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Vocational focused","Great Lakes",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Town remote","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"Under 1K","Associate's colleges: Mixed transfer/vocational focus mostly nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year very small","Associates colleges Mixed transfer vocational focus","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Diverse fields","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Single program&ndash,Other","Four-year mostly full-time inclusive acceptance higher transfer-in","Very high undergraduate","Four-year very small primarily residential","Baccalaureate colleges Diverse fields","Great Lakes",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
238,"At least two but less than four academic years","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Town remote","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Vocational-focused mostly nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Vocational focused","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"Postbaccalaureate certificate","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town distant","Bachelor's degree",TRUE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year very small primarily nonresidential","Baccalaureate associates colleges Mixed baccalaureate associates","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Bachelor's degree",FALSE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Associate's-dominant","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year medium primarily nonresidential","Baccalaureate associates colleges Associates dominant","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Large programs","Professions focus some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time selective acceptance higher transfer-in","High undergraduate","Four-year medium primarily nonresidential","Masters colleges universities Large programs","Far West",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,TRUE,FALSE,"Town remote","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",TRUE,"20K","Doctoral universities: Very high research activity","Professions plus arts & sciences high graduate coexistence","Research doctoral: Comprehensive programs with medical/veterinary school","Four-year nearly all full-time selective acceptance higher transfer-in","High undergraduate","Four-year large primarily residential","Doctoral universities Very high research activity","Southeast",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City large","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Mixed transfer/vocational focus mostly traditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Mixed transfer vocational focus","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,TRUE,FALSE,"City midsize","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"20K","Doctoral universities: Very high research activity","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Comprehensive programs with medical/veterinary school","Four-year mostly full-time selective acceptance higher transfer-in","High undergraduate","Four-year large primarily nonresidential","Doctoral universities Very high research activity","Far West",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
245,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City midsize","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Mixed transfer/vocational focus mostly traditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Mixed transfer vocational focus","Great Lakes",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town fringe","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Small programs","Arts & sciences plus professions some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year medium highly residential","Masters colleges universities Small programs","New England",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Doctor's degree professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Large programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Other-dominant with arts & sciences programs","Four-year nearly all full-time selective acceptance higher transfer-in","Majority undergraduate","Four-year medium primarily residential","Masters colleges universities Large programs","Plains",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
248,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,TRUE,FALSE,"Town fringe","Doctor's degree professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Doctoral/professional universities","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Other-dominant with arts & sciences programs","Four-year nearly all full-time selective acceptance higher transfer-in","Majority undergraduate","Four-year medium primarily residential","Doctoral professional universities","Southeast",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb midsize","Bachelor's degree",FALSE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Arts & sciences focus","Balanced arts & sciences/professions no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time highly selective acceptance lower transfer-in","Exclusively undergraduate four-year","Four-year small highly residential","Baccalaureate colleges Arts sciences focus","New England",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"Post-master's certificate","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Business-dominant with other professional programs","Four-year nearly all full-time selective acceptance lower transfer-in","High undergraduate","Four-year small highly residential","Masters colleges universities Medium programs","Great Lakes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Large programs","Arts & sciences plus professions some graduate coexistence","Research doctoral: Single program&ndash,Education","Four-year nearly all full-time selective acceptance lower transfer-in","Majority undergraduate","Four-year medium highly residential","Masters colleges universities Large programs","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Bachelor's degree",FALSE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"5K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly part-time","Exclusively undergraduate four-year","Four-year medium primarily nonresidential","Baccalaureate associates colleges Mixed baccalaureate associates","Rocky Mountains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb midsize","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Large programs","Professions plus arts & sciences some graduate coexistence","Research doctoral: Single program&ndash,Education","Four-year nearly all full-time selective acceptance higher transfer-in","Majority undergraduate","Four-year small highly residential","Masters colleges universities Large programs","Rocky Mountains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"20K","Doctoral universities: High research activity","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Professional-dominant","Four-year nearly all full-time selective acceptance higher transfer-in","High undergraduate","Four-year large primarily residential","Doctoral universities High research activity","Mid East",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Bachelor's degree",FALSE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"Under 1K","Special-focus four-year: Other health professions schools","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly part-time","Exclusively undergraduate four-year","Four-year very small primarily nonresidential","Special focus institution","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Bachelor's degree",FALSE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year nearly all full-time selective acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year small primarily nonresidential","Baccalaureate associates colleges Mixed baccalaureate associates","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,TRUE,"Rural distant","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",TRUE,"Under 1K","Tribal colleges","Professions focus no graduate coexistence","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year very small","Special focus institution","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Postbaccalaureate: Single program&ndash,Business","Four-year nearly all full-time highly selective acceptance higher transfer-in","Very high undergraduate","Four-year very small primarily nonresidential","Baccalaureate associates colleges Mixed baccalaureate associates","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Town remote","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"Under 1K","Associate's colleges: Vocational-focused mixed traditional/nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Vocational focused","Rocky Mountains",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Baccalaureate colleges: Diverse fields","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Single program&ndash,Business","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year very small highly residential","Baccalaureate colleges Diverse fields","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Town remote","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Vocational-focused mixed traditional/nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Vocational focused","Rocky Mountains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Bachelor's degree",FALSE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time highly selective acceptance lower transfer-in","Exclusively undergraduate four-year","Four-year small highly residential","Baccalaureate colleges Arts sciences focus","Southeast",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,TRUE,FALSE,FALSE,"City large","Bachelor's degree",FALSE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Special-focus four-year: Faith-related institutions","Professions plus arts & sciences no graduate coexistence","Not classified (exclusively undergraduate)","Four-year mostly full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year very small primarily residential","Special focus institution","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City midsize","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"10K","Associate's colleges: Mixed transfer/vocational focus mostly traditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year large","Associates colleges Mixed transfer vocational focus","Southeast",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Bachelor's degree",FALSE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Special-focus four-year: Other health professions schools","Professions focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time highly selective acceptance lower transfer-in","Exclusively undergraduate four-year","Four-year very small highly residential","Special focus institution","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"Post-master's certificate","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences plus professions some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time selective acceptance lower transfer-in","High undergraduate","Four-year small highly residential","Baccalaureate colleges Arts sciences focus","New England",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,"Post-master's certificate","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Diverse fields","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year small highly residential","Baccalaureate colleges Diverse fields","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral/professional universities","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Comprehensive programs no medical/veterinary school","Four-year nearly all full-time selective acceptance higher transfer-in","High undergraduate","Four-year large primarily residential","Doctoral professional universities","Rocky Mountains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Rural remote","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Master's colleges & universities: Large programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Education-dominant with arts & sciences programs","Four-year nearly all full-time inclusive acceptance higher transfer-in","Majority graduate","Four-year medium primarily residential","Masters colleges universities Large programs","Southeast",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Rural fringe","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Vocational-focused mostly nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Vocational focused","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Town fringe","Bachelor's degree",FALSE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Diverse fields","Balanced arts & sciences/professions no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time highly selective acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year small highly residential","Baccalaureate colleges Diverse fields","Far West",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Special-focus four-year: Other technology-related schools","Professions focus high graduate coexistence","Postbaccalaureate: Comprehensive programs","Four-year nearly all full-time highly selective acceptance higher transfer-in","Majority graduate","Four-year very small primarily nonresidential","Special focus institution","Southeast",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Doctoral universities: High research activity","Professions plus arts & sciences some graduate coexistence","Research doctoral: Professional-dominant","Four-year nearly all full-time highly selective acceptance lower transfer-in","Majority undergraduate","Four-year medium highly residential","Doctoral universities High research activity","Mid East",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
